#AGWN
#00100543-n	eng:def	0	the act of interpreting something as expressed in an artistic performance
00100543-n	grc:lemma	ἑρμηνεία
00100543-n	grc:lemma	διασάφησις
00100543-n	grc:lemma	σχόλιον
00100543-n	grc:lemma	καταπομπή
00100543-n	grc:lemma	ἑρμήνευμα
#00104249-n	eng:def	0	the act of applying force suddenly
00104249-n	grc:lemma	ῥιπή
00104249-n	grc:lemma	ὅρμημα
00104249-n	grc:lemma	ὁρμή
00104249-n	grc:lemma	ἀική
00104249-n	grc:lemma	μένος
#00116687-n	eng:def	0	the act of expelling or projecting or ejecting
00116687-n	grc:lemma	ἔξειρξις
00116687-n	grc:lemma	ἐξέλασις
00116687-n	grc:lemma	ὑπεροχή
00116687-n	grc:lemma	ἐξώθησις
00116687-n	grc:lemma	ἐξανάστασις
00116687-n	grc:lemma	μεθυποχώρησις
00116687-n	grc:lemma	ἀπεκβολή
00116687-n	grc:lemma	ἀποδίωξις
#00117578-n	eng:def	0	a reflex that expels gas noisily from the stomach through the mouth
00117578-n	grc:lemma	ὀρεγμίη
00117578-n	grc:lemma	ἔρευξις
00117578-n	grc:lemma	ἐρυγγάνω
00117578-n	grc:lemma	ἐρυγάω
00117578-n	grc:lemma	ἐρυγή
00117578-n	grc:lemma	ἐρεύγομαι
00117578-n	grc:lemma	ἐρευγμός
00117578-n	grc:lemma	ἐξέρευξις
#00118733-n	eng:def	0	the reflex act of ejecting the contents of the stomach through the mouth
00118733-n	grc:lemma	ἔμετος
00118733-n	grc:lemma	ἀπέρασις
00118733-n	grc:lemma	ἐρυγγάνω
00118733-n	grc:lemma	ἐξέρασις
00118733-n	grc:lemma	ἀπεράω
00118733-n	grc:lemma	ἐμέω
00118733-n	grc:lemma	ἐξέραμα
00118733-n	grc:lemma	κατεμέω
00118733-n	grc:lemma	ἔμεσις
00118733-n	grc:lemma	ναυσίωσις
00118733-n	grc:lemma	ἐράω
00118733-n	grc:lemma	ἔμεσμα
#00121166-n	eng:def	0	the act of causing something to go (especially messages)
00121166-n	grc:lemma	πέμψις
#00126236-n	eng:def	0	the act of colliding with something
00126236-n	grc:lemma	καταδουπέω
00126236-n	grc:lemma	πάταγος
00126236-n	grc:lemma	θρυλίσσω
00126236-n	grc:lemma	σμαραγέω
00126236-n	grc:lemma	παραθραύω
00126236-n	grc:lemma	κτυπέω
00126236-n	grc:lemma	ὀρυμαγδός
00126236-n	grc:lemma	κτύπος
00126236-n	grc:lemma	ὑποκτυπέω
00126236-n	grc:lemma	λάσκω
#00134574-n	eng:def	0	a quick blow delivered with a whip or whiplike object
00134574-n	grc:lemma	μάστιξ
00134574-n	grc:lemma	μαστίγιον
00134574-n	grc:lemma	μαστίζω
00134574-n	grc:lemma	μαστίω
00134574-n	grc:lemma	ἱμάσσω
00134574-n	grc:lemma	μάραγνα
00134574-n	grc:lemma	ἱμάσθλη
00134574-n	grc:lemma	θωμίζω
00134574-n	grc:lemma	μαστιγόω
#00135799-n	eng:def	0	a short swinging punch delivered from the side with the elbow bent
00135799-n	grc:lemma	ἀγκυλίς
00135799-n	grc:lemma	ὄγκινος
00135799-n	grc:lemma	ἐμβρυουλκός
00135799-n	grc:lemma	ἁρπάγη
00135799-n	grc:lemma	ἅρπαγος
00135799-n	grc:lemma	ἀγκύρισμα
00135799-n	grc:lemma	ἀγκυρίζω
#00136329-n	eng:def	0	the act of delivering a blow with the foot
00136329-n	grc:lemma	καμπαγών
00136329-n	grc:lemma	κάλικα
00136329-n	grc:lemma	λακτισμός
00136329-n	grc:lemma	ἀπολάκτισμα
00136329-n	grc:lemma	λακτίζω
00136329-n	grc:lemma	καλίγιον
00136329-n	grc:lemma	λάκτισμα
#00138221-n	eng:def	0	the act of caressing with the lips (or an instance thereof)
00138221-n	grc:lemma	κατασπάζομαι
00138221-n	grc:lemma	κυνέω
00138221-n	grc:lemma	φίλημα
00138221-n	grc:lemma	καταφιλέω
00138221-n	grc:lemma	καταφίλημα
#00141806-n	eng:def	0	the act of inspecting or verifying
00141806-n	grc:lemma	ἀντεφοράω
00141806-n	grc:lemma	ἐπισχεθεῖν
00141806-n	grc:lemma	ἴσχω
00141806-n	grc:lemma	ἀνακοπή
00141806-n	grc:lemma	ἐπαναστέλλω
00141806-n	grc:lemma	συστρεπτέον
00141806-n	grc:lemma	ἀντικοπή
00141806-n	grc:lemma	ἀνακρούω
00141806-n	grc:lemma	ἀποπαύω
00141806-n	grc:lemma	ἀνάκομμα
00141806-n	grc:lemma	ἔχω
00141806-n	grc:lemma	σχετήριον
00141806-n	grc:lemma	ἐπικωλύω
00141806-n	grc:lemma	ἐποχή
00141806-n	grc:lemma	ἐρητύω
00141806-n	grc:lemma	ἰσχανάω
